Wall time,Step,Value
1607203449.25746,5,-308.0464782714844
1607203460.2170155,6,-323.27569580078125
1607203582.0218616,11,-125.95391082763672
1607203609.3566337,14,-162.05126953125
1607203670.1208808,15,-237.62637329101562
1607203688.7251065,18,-75.76179504394531
1607203699.7040942,19,-141.46096801757812
1607203710.723901,20,-215.671630859375
1607203811.3571236,24,-251.15892028808594
1607203974.0899725,36,-54.598358154296875
1607204010.9305816,40,-56.25325012207031
1607204015.96071,42,-45.11759567260742
1607204021.0546699,44,-46.65354537963867
1607204023.5307024,45,-45.621578216552734
1607204032.774521,47,-103.51808166503906
1607204125.6532102,53,-42.23308181762695
1607204129.390069,54,-68.40095520019531
1607204131.6232092,55,-40.86003494262695
1607204137.3015325,56,-103.60874938964844
1607204139.2172818,57,-34.20871353149414
1607204157.8930826,65,-44.58576965332031
1607204165.3045802,68,-37.01707458496094
1607204172.07809,71,-43.99006652832031
1607204173.8250742,72,-30.13113784790039
1607204248.3101742,73,-59.40098190307617
1607204250.8319068,74,-45.23429489135742
1607204271.7319405,79,-229.78306579589844
1607204312.783632,87,-30.450109481811523
1607204314.4971583,88,-29.73741340637207
1607204331.377305,94,-95.22853088378906
1607204355.5037537,102,-32.26474380493164
1607204361.0559855,105,-31.375703811645508
1607204362.909284,106,-33.04278564453125
1607204404.86509,113,-31.658695220947266
1607204410.972213,116,-33.85288619995117
1607204415.3398678,118,-33.305206298828125
1607204435.8232355,126,-32.22403335571289
1607204458.5646243,129,-30.692340850830078
1607204460.4123328,130,-33.84241485595703
1607204477.779642,139,-48.634307861328125
1607204481.312626,141,-29.992595672607422
1607204482.9993122,142,-30.1601619720459
1607204484.7510674,143,-29.29571533203125
1607204519.024619,150,-48.78225326538086
1607204537.4567556,155,-54.18324661254883
1607204541.4366844,157,-34.72711181640625
1607204543.2366834,158,-32.15377426147461
1607204552.3448534,162,-36.574371337890625
1607204562.7154691,167,-30.658220291137695
1607204567.2024088,168,-57.83517837524414
1607204597.8721087,171,-217.03082275390625
1607204614.846044,177,-33.05419921875
1607204616.800079,178,-33.61668395996094
1607204622.2714047,180,-28.87391471862793
1607204627.9564307,183,-37.27580642700195
1607204637.2815065,185,-127.3957748413086
1607204639.5618246,186,-38.97595977783203
1607204655.9805975,188,-36.244441986083984
1607204660.0204785,190,-37.324947357177734
1607204661.9580357,191,-34.830772399902344
1607204674.286543,198,-31.193710327148438
1607204690.0522375,206,-39.829341888427734
1607204691.8422165,207,-31.314130783081055
1607204693.5944724,208,-30.858606338500977
1607204702.6521025,212,-43.500301361083984
1607204732.6644654,222,-29.962987899780273
1607204735.362639,223,-49.96800994873047
1607204739.9317539,225,-41.162052154541016
1607204747.1326127,229,-31.052438735961914
1607204753.4118016,232,-29.61835289001465
1607204755.2242424,233,-31.303998947143555
1607204757.0977209,234,-33.948265075683594
1607204763.3729424,237,-30.309537887573242
1607204797.0741103,249,-30.801130294799805
1607204807.3386376,255,-29.25016975402832
1607204812.5018847,258,-30.877593994140625
1607204816.1448047,260,-29.297569274902344
1607204817.770805,261,-28.97483253479004
1607204821.395755,263,-29.47989273071289
1607204828.3238828,267,-28.620981216430664
1607204835.6695387,271,-30.329179763793945
1607204839.01019,273,-29.748172760009766
1607204860.1496704,278,-56.96461868286133
1607204886.982361,292,-49.5725212097168
1607204896.016342,297,-29.99420738220215
1607204898.1027575,298,-35.86860656738281
1607204905.0471017,302,-30.016582489013672
1607204918.4529111,303,-29.04172134399414
