Wall time,Step,Value
1607210457.5891495,5,200.0
1607210468.556761,6,200.0
1607210594.8777335,11,200.0
1607210627.930042,14,200.0
1607210710.280192,15,200.0
1607210743.3069665,18,200.0
1607210754.3762453,19,200.0
1607210837.4757175,20,200.0
1607210874.1917033,24,200.0
1607211133.8333936,36,200.0
1607211230.0476446,40,149.0
1607211252.1124725,42,200.0
1607211336.7578669,44,86.0
1607211343.7009993,45,127.0
1607211365.772473,47,200.0
1607211504.0184386,53,200.0
1607211506.349705,54,42.0
1607211509.0760577,55,49.0
1607211585.2620754,56,88.0
1607211590.096619,57,88.0
1607211719.596193,63,200.0
1607211726.8198624,65,62.0
1607211743.7346253,67,200.0
1607211748.8982325,68,94.0
1607211764.3265018,71,37.0
1607211766.9740496,72,48.0
1607211840.9409077,73,51.0
1607211845.9423332,74,91.0
1607211865.176406,79,46.0
1607211885.0903902,84,52.0
1607211892.3652577,87,39.0
1607211940.0362217,88,39.0
1607211981.348578,94,63.0
1607212024.85634,102,61.0
1607212047.7693832,105,200.0
1607212051.2182713,106,63.0
1607212112.0086462,113,200.0
1607212127.5735724,116,39.0
1607212133.8895426,118,36.0
1607212249.2408159,125,96.0
1607212251.1191502,126,34.0
1607212257.0508745,129,33.0
1607212258.9551501,130,35.0
1607212292.2759488,137,45.0
1607212300.920653,139,74.0
1607212310.4959533,141,58.0
1607212312.5741742,142,38.0
1607212315.5007918,143,53.0
1607212353.04954,150,200.0
1607212366.0150115,155,37.0
1607212370.9702475,157,57.0
1607212373.3445458,158,43.0
1607212386.912179,162,41.0
1607212450.930091,167,35.0
1607212452.8133404,168,34.0
1607212476.8885572,171,200.0
1607212568.8304977,177,32.0
1607212571.258829,178,44.0
1607212575.3296645,180,34.0
1607212590.634278,183,200.0
1607212598.5020294,185,79.0
1607212603.138654,186,84.0
1607212608.5645807,188,34.0
1607212626.716587,190,43.0
1607212630.4487922,191,68.0
1607212648.5938394,198,42.0
1607212666.485315,206,35.0
1607212668.1215198,207,30.0
1607212670.1430821,208,37.0
1607212716.703805,212,48.0
1607212743.4112325,222,142.0
1607212745.2563653,223,33.0
1607212749.4296722,225,43.0
1607212757.4991176,229,49.0
1607212762.8683243,232,31.0
1607212764.7040658,233,33.0
1607212767.2623878,234,47.0
1607212808.1539512,237,77.0
1607212842.0505562,249,43.0
1607212853.598806,255,33.0
1607212870.7056139,258,31.0
1607212874.6680844,260,42.0
1607212876.5506783,261,34.0
1607212884.8721988,263,38.0
1607212894.1850548,267,49.0
1607212903.1831923,271,33.0
1607212907.7103388,273,32.0
1607212917.8730001,278,35.0
1607212940.1981623,284,33.0
1607212954.6565714,291,31.0
1607212956.450797,292,33.0
1607212966.089591,297,39.0
1607212967.90807,298,33.0
1607212975.469115,302,43.0
1607212977.310416,303,33.0
1607212985.75503,307,49.0
1607213000.0778685,308,37.0
1607213003.6414664,310,32.0
1607213008.8471558,313,32.0
1607213018.9190702,318,32.0
1607213021.8164353,319,52.0
1607213024.3808737,320,46.0
1607213033.8848238,325,42.0
1607213035.5725615,326,31.0
1607213037.3247805,327,32.0
1607213042.96659,330,32.0
1607213080.1979296,339,200.0
1607213083.7773137,341,32.0
1607213089.720261,344,34.0
1607213091.566705,345,34.0
1607213095.1476393,347,33.0
1607213096.856352,348,31.0
1607213105.711314,353,31.0
1607213107.5110672,354,32.0
1607213118.7420309,360,31.0
1607213138.2041032,363,33.0
1607213145.335959,367,33.0
1607213152.9464338,371,38.0
1607213158.80448,373,72.0
1607213165.7994683,377,32.0
1607213167.5646927,378,32.0
1607213169.3489063,379,32.0
1607213173.16658,381,34.0
1607213183.0200248,386,43.0
1607213184.8455412,387,33.0
1607213204.4745996,391,32.0
1607213206.2669775,392,33.0
1607213207.9481878,393,31.0
1607213235.2628593,408,33.0
1607213248.3315208,415,33.0
1607213250.063245,416,32.0
1607213271.2855756,421,33.0
1607213274.021011,422,50.0
1607213277.4918432,424,32.0
1607213283.0329854,426,70.0
1607213290.5894349,430,38.0
1607213308.0350602,439,32.0
1607213312.1682327,441,31.0
1607213313.9154537,442,32.0
1607213319.1841152,445,32.0
1607213342.2629688,451,31.0
1607213357.2494977,459,36.0
1607213359.0897307,460,33.0
1607213364.4644065,463,32.0
1607213366.267634,464,32.0
1607213371.7934525,467,35.0
1607213373.6553168,468,33.0
1607213382.7532089,473,37.0
1607213385.3130739,474,45.0
1607213419.323001,485,33.0
1607213424.790816,488,32.0
1607213427.541134,489,50.0
1607213431.1208045,491,33.0
1607213434.933886,493,34.0
1607213440.2937014,496,32.0
1607213459.9064517,507,34.0
1607213487.1663773,512,32.0
1607213491.0998774,514,32.0
1607213496.563178,517,33.0
1607213500.2481291,519,34.0
1607213509.2685242,524,31.0
1607213511.0087202,525,32.0
1607213522.1289947,531,33.0
1607213525.6621666,533,33.0
1607213527.4609437,534,33.0
1607213531.4054906,536,39.0
1607213533.198312,537,33.0
1607213546.7641993,538,30.0
1607213550.2876418,540,32.0
1607213553.734077,542,31.0
1607213563.129956,547,32.0
1607213564.9211836,548,33.0
1607213567.0084484,549,38.0
1607213571.88506,551,33.0
1607213582.905535,557,32.0
1607213586.3529775,559,31.0
1607213593.1869016,563,31.0
1607213595.2891643,564,39.0
1607213597.2804677,565,36.0
1607213615.9185336,569,32.0
1607213622.9153216,573,32.0
1607213624.540537,574,30.0
1607213629.8024406,577,32.0
1607213633.2234619,579,31.0
1607213635.3342772,580,39.0
1607213637.2517161,581,35.0
1607213639.2538724,582,37.0
1607213640.9781842,583,32.0
1607213642.7904198,584,33.0
1607213646.5728593,586,32.0
1607213648.4111264,587,33.0
1607213658.6417856,592,31.0
1607213660.450014,593,32.0
1607213680.2155213,597,34.0
1607213686.9363577,600,31.0
1607213690.5982969,602,32.0
1607213701.4979255,608,32.0
1607213705.215673,610,34.0
1607213723.1353352,615,175.0
1607213730.7317598,619,31.0
1607213732.5199697,620,32.0
1607213748.5925276,622,32.0
1607213754.0493846,625,34.0
1607213771.1514258,634,33.0
1607213786.4926898,641,53.0
1607213788.919781,642,44.0
1607213792.481229,644,33.0
1607213794.8615282,645,43.0
1607213796.7494648,646,34.0
1607213798.6251981,647,34.0
1607213802.172106,649,34.0
1607213820.038839,652,32.0
1607213827.8591022,656,32.0
1607213829.6613858,657,32.0
1607213837.0765483,661,34.0
1607213843.419133,664,35.0
1607213850.3105743,668,32.0
1607213855.356209,671,32.0
1607213857.0504224,672,31.0
1607213858.7350779,673,31.0
1607213860.6710236,674,35.0
1607213862.374933,675,31.0
1607213865.7453568,677,32.0
1607213867.447573,678,31.0
1607213869.2521741,679,33.0
1607213896.9064245,681,36.0
1607213898.710115,682,33.0
1607213900.8773577,683,37.0
1607213902.7080083,684,32.0
1607213906.4501631,686,35.0
1607213910.324678,688,34.0
1607213912.2030706,689,34.0
1607213926.0103364,696,55.0
1607213931.690213,699,36.0
1607213935.3676753,701,32.0
1607213938.894292,703,31.0
1607213944.3516772,706,33.0
1607213947.9351275,708,34.0
1607213971.2325733,710,32.0
1607213978.1990273,714,31.0
1607213986.0265644,718,32.0
1607213991.4049234,721,31.0
1607213993.5744572,722,37.0
1607213995.5102878,723,34.0
1607213997.8708904,724,41.0
1607214008.718181,730,32.0
1607214023.5303984,736,30.0
1607214038.5395918,738,31.0
1607214040.2429004,739,31.0
1607214042.1982992,740,36.0
1607214047.6448588,743,34.0
1607214053.0655668,746,31.0
1607214054.875346,747,33.0
1607214060.14942,750,33.0
1607214061.8411126,751,31.0
1607214063.6594255,752,32.0
1607214067.2559261,754,33.0
1607214071.011023,756,34.0
1607214087.177883,762,34.0
1607214104.5305781,765,42.0
1607214106.2888215,766,32.0
1607214111.6780708,769,33.0
1607214113.3533282,770,31.0
1607214115.1386023,771,32.0
1607214118.8956163,773,37.0
1607214120.5835848,774,31.0
1607214131.4291642,780,31.0
1607214138.4100583,784,31.0
1607214140.0902703,785,31.0
1607214143.6275349,787,32.0
1607214147.1709337,789,33.0
1607214150.6179283,791,31.0
1607214152.3227482,792,31.0
1607214154.1417813,793,33.0
1607214155.9710112,794,33.0
1607214177.0481026,795,32.0
1607214182.28432,798,31.0
1607214185.8877573,800,31.0
1607214189.3836467,802,31.0
1607214194.87264,805,33.0
1607214198.4897172,807,32.0
1607214200.230931,808,32.0
1607214202.027178,809,33.0
1607214209.193593,813,34.0
1607214212.7573662,815,32.0
1607214214.5397885,816,33.0
1607214218.0597515,818,33.0
1607214223.1811981,821,31.0
1607214229.987071,825,32.0
1607214246.794821,828,30.0
1607214252.2822554,831,31.0
1607214254.2561765,832,35.0
1607214257.931279,834,34.0
1607214261.4667194,836,32.0
1607214265.2503111,838,32.0
1607214274.4708626,843,30.0
1607214280.1614106,846,35.0
1607214283.6858542,848,31.0
1607214289.0377572,851,32.0
1607214314.6042724,859,36.0
1607214316.4385214,860,33.0
1607214321.7979527,863,35.0
1607214328.9068468,867,35.0
1607214332.387288,869,31.0
1607214334.01849,870,30.0
1607214340.745055,874,30.0
1607214344.209052,876,30.0
1607214345.9232843,877,31.0
1607214351.3018463,880,32.0
1607214354.8841252,882,33.0
1607214358.3054814,884,31.0
1607214363.5139122,887,31.0
1607214377.9789882,889,31.0
1607214379.8472228,890,34.0
1607214383.0901732,892,30.0
1607214390.123197,896,31.0
1607214397.0199108,900,31.0
1607214408.9299545,907,33.0
1607214410.6071706,908,31.0
1607214412.2833765,909,31.0
1607214414.0226276,910,32.0
1607214417.4220557,912,31.0
1607214419.1752768,913,31.0
1607214422.5767417,915,31.0
