Wall time,Step,Value
1607328223.9463265,0,200.0
1607328231.207215,1,200.0
1607328238.5508497,2,200.0
1607328245.8357048,3,200.0
1607328253.1040704,4,200.0
1607328334.77903,5,200.0
1607328345.6081758,6,200.0
1607328356.4151125,7,200.0
1607328367.2573533,8,200.0
1607328378.0772073,9,200.0
1607328459.4774983,10,200.0
1607328470.348416,11,200.0
1607328481.1160405,12,200.0
1607328492.4579403,13,200.0
1607328503.6910322,14,200.0
1607328586.5092037,15,200.0
1607328597.2974868,16,200.0
1607328608.1471796,17,200.0
1607328618.957803,18,200.0
1607328629.7340739,19,200.0
1607328711.1278548,20,200.0
1607328721.9494343,21,200.0
1607328732.785638,22,200.0
1607328743.5851095,23,200.0
1607328754.3607593,24,200.0
1607328835.6978855,25,200.0
1607328846.5181444,26,200.0
1607328857.3809595,27,200.0
1607328868.173344,28,200.0
1607328879.079297,29,200.0
1607328960.4253378,30,200.0
1607328971.2618043,31,200.0
1607328982.0416036,32,200.0
1607328992.814241,33,200.0
1607329003.6117406,34,200.0
1607329084.9337142,35,200.0
1607329095.8564572,36,200.0
1607329106.7057328,37,200.0
1607329117.643142,38,200.0
1607329128.572187,39,200.0
1607329209.8312497,40,200.0
1607329220.591893,41,200.0
1607329231.4102678,42,200.0
1607329242.2272027,43,200.0
1607329253.1464458,44,200.0
1607329334.5432723,45,200.0
1607329345.3477192,46,200.0
1607329356.239722,47,200.0
1607329367.0616894,48,200.0
1607329377.9652784,49,200.0
1607329459.3703437,50,200.0
1607329470.247201,51,200.0
1607329481.1170073,52,200.0
1607329492.0787408,53,200.0
1607329502.9243708,54,200.0
1607329584.2815838,55,200.0
1607329595.1378958,56,200.0
1607329605.9943023,57,200.0
1607329618.0461614,58,200.0
1607329629.1019616,59,200.0
1607329710.7311516,60,200.0
1607329721.504078,61,200.0
1607329732.2944655,62,200.0
1607329743.1554961,63,200.0
1607329753.989964,64,200.0
1607329836.1599529,65,200.0
1607329847.190804,66,200.0
1607329858.3368845,67,200.0
1607329869.3457527,68,200.0
1607329880.420866,69,200.0
1607329963.157614,70,200.0
1607329974.2872505,71,200.0
1607329985.8085852,72,200.0
1607329996.953221,73,200.0
1607330008.07464,74,200.0
1607330090.3296676,75,200.0
1607330101.3115048,76,200.0
1607330112.3991034,77,200.0
1607330123.5630295,78,200.0
1607330134.6740863,79,200.0
1607330217.4493592,80,200.0
1607330228.7562826,81,200.0
1607330239.892332,82,200.0
1607330250.9859667,83,200.0
1607330261.9407923,84,200.0
1607330344.2505143,85,200.0
1607330355.5988865,86,200.0
1607330367.1096134,87,200.0
1607330378.5467134,88,200.0
1607330389.878754,89,200.0
1607330472.4403868,90,200.0
1607330483.3582945,91,200.0
1607330494.1603725,92,200.0
1607330505.0193179,93,200.0
1607330515.828164,94,200.0
