Wall time,Step,Value
1607328223.9453342,0,-362.9353332519531
1607328231.2062395,1,-360.768798828125
1607328238.5508497,2,-355.9290466308594
1607328245.8347218,3,-365.0293884277344
1607328253.1030695,4,-360.7631530761719
1607328334.77903,5,-355.91998291015625
1607328345.6071794,6,-365.3773193359375
1607328356.4140928,7,-334.7500915527344
1607328367.2563531,8,-351.52239990234375
1607328378.0762076,9,-303.1778869628906
1607328459.4774983,10,-316.38787841796875
1607328470.3474038,11,-316.6275329589844
1607328481.1160405,12,-291.7076416015625
1607328492.4569397,13,-311.91473388671875
1607328503.6900325,14,-333.84765625
1607328586.5092037,15,-309.1770935058594
1607328597.2964866,16,-265.12603759765625
1607328608.1461465,17,-302.4538879394531
1607328618.9568026,18,-273.93408203125
1607328629.7340739,19,-269.5076904296875
1607328711.1268215,20,-276.66802978515625
1607328721.948416,21,-262.4019470214844
1607328732.7850833,22,-267.6072692871094
1607328743.584107,23,-267.7079772949219
1607328754.3597598,24,-274.1330261230469
1607328835.6978855,25,-261.1224670410156
1607328846.5181444,26,-275.0143737792969
1607328857.379932,27,-264.4877624511719
1607328868.1723447,28,-260.5247497558594
1607328879.0782976,29,-261.5669250488281
1607328960.424313,30,-245.33538818359375
1607328971.2618043,31,-248.4086456298828
1607328982.0406039,32,-276.2392578125
1607328992.8132002,33,-247.7804412841797
1607329003.6107419,34,-245.68666076660156
1607329084.9326887,35,-244.4105987548828
1607329095.8554132,36,-248.70986938476562
1607329106.7047079,37,-240.35218811035156
1607329117.643142,38,-237.8614044189453
1607329128.572187,39,-238.57122802734375
1607329209.8302357,40,-242.88876342773438
1607329220.5908928,41,-241.3611602783203
1607329231.4102678,42,-242.47386169433594
1607329242.2272027,43,-243.8692626953125
1607329253.145973,44,-240.3262939453125
1607329334.5432723,45,-244.9822998046875
1607329345.3477192,46,-240.13685607910156
1607329356.2387202,47,-232.78582763671875
1607329367.0606701,48,-244.23800659179688
1607329377.9652784,49,-235.82937622070312
1607329459.3693454,50,-237.056640625
1607329470.247201,51,-235.62527465820312
1607329481.1160119,52,-239.1293487548828
1607329492.0787408,53,-231.2550506591797
1607329502.92337,54,-233.6213836669922
1607329584.2815838,55,-282.16046142578125
1607329595.1378958,56,-232.12107849121094
1607329605.9933124,57,-235.1623992919922
1607329618.0461614,58,-239.35260009765625
1607329629.1009593,59,-297.3904113769531
1607329710.7311516,60,-234.64785766601562
1607329721.504078,61,-234.14015197753906
1607329732.2944655,62,-225.7916259765625
1607329743.154469,63,-231.67333984375
1607329753.9888935,64,-229.57659912109375
1607329836.1589515,65,-231.98965454101562
1607329847.1897514,66,-232.4427490234375
1607329858.3368845,67,-235.1114044189453
1607329869.3447626,68,-230.3524169921875
1607329880.420866,69,-227.60044860839844
1607329963.157614,70,-231.58209228515625
1607329974.2872505,71,-229.0336151123047
1607329985.8085852,72,-231.9239501953125
1607329996.953221,73,-230.7111053466797
1607330008.07464,74,-225.30418395996094
1607330090.3286335,75,-227.84375
1607330101.3105037,76,-226.98912048339844
1607330112.3991034,77,-236.3051300048828
1607330123.5619981,78,-230.77842712402344
1607330134.673055,79,-229.84634399414062
